Gender,Age,Construction_type,New_construction,Elevator,Floors_in_the_building,Floor_area,Number_of_rooms,Number_of_bathrooms,Ceiling_height,Floor,Balcony,Furniture,Renovation,Children_are_welcome,Pets_allowed,Utility_payments,Address,Price,Duration,amenities,appliances,parking
1,21,8,0.0,1.0,9.0,68.0,3.0,1.0,2.8,2.0,0,1,designer_renovation,1.0,0.0,1.0,954,25000.0,0,12,127,5
1,23,7,1.0,1.0,10.0,300.0,5.0,3.0,3.2,2.0,multiple_balconies,1,designer_renovation,1.0,0.0,0.0,532,4000.0,1,12,140,-1
0,23,8,0.0,1.0,9.0,52.0,2.0,1.0,2.8,4.0,0,1,euro_renovation,1.0,1.0,1.0,2166,25000.0,0,11,127,5
0,47,8,0.0,1.0,9.0,70.0,2.0,1.0,3.0,7.0,0,1,designer_renovation,1.0,0.0,0.0,2631,1200.0,1,-1,-1,-1
1,66,9,0.0,0.0,5.0,80.0,3.0,1.0,3.0,2.0,0,1,major_renovation,1.0,0.0,0.0,1883,400000.0,1,-1,-1,-1
1,40,7,1.0,1.0,12.0,45.0,2.0,1.0,3.0,2.0,0,1,euro_renovation,1.0,2.0,0.0,2733,400000.0,1,12,79,6
0,54,8,0.0,0.0,5.0,74.0,3.0,1.0,2.75,3.0,closed_balcony,1,euro_renovation,2.0,0.0,0.0,2740,240000.0,1,14,75,5
1,70,9,0.0,0.0,6.0,93.0,3.0,1.0,2.8,6.0,multiple_balconies,1,designer_renovation,1.0,0.0,0.0,2644,1450.0,1,11,159,-1
0,22,10,0.0,0.0,1.0,60.0,2.0,1.0,2.6,1.0,open_balcony,1,partial_renovation,1.0,0.0,0.0,3738,150000.0,1,-1,-1,-1
0,39,7,1.0,1.0,14.0,88.0,2.0,2.0,3.0,7.0,open_balcony,1,major_renovation,1.0,2.0,0.0,2692,1200.0,1,11,110,-1
1,35,9,0.0,0.0,5.0,45.0,2.0,1.0,2.8,2.0,0,1,euro_renovation,0.0,0.0,0.0,287,350000.0,1,-1,-1,-1
1,68,7,1.0,1.0,12.0,60.0,2.0,1.0,3.0,7.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,1887,1000.0,1,11,79,5
1,44,9,0.0,0.0,4.0,73.0,2.0,1.0,2.7,4.0,0,,cosmetic_renovation,0.0,0.0,0.0,2292,240000.0,1,-1,-1,-1
1,60,8,0.0,1.0,12.0,70.0,2.0,1.0,2.75,1.0,0,1,major_renovation,1.0,2.0,0.0,2354,600000.0,1,15,178,5
0,53,9,0.0,0.0,4.0,43.0,2.0,1.0,3.0,4.0,0,1,designer_renovation,1.0,0.0,1.0,403,17000.0,0,11,127,5
0,61,7,1.0,1.0,14.0,88.0,3.0,2.0,3.0,13.0,closed_balcony,1,major_renovation,1.0,2.0,0.0,2692,1300.0,1,14,126,-1
1,26,8,1.0,1.0,14.0,89.0,3.0,1.0,3.0,11.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,333,1800.0,1,11,156,5
1,64,8,0.0,1.0,16.0,45.0,2.0,1.0,2.75,10.0,0,1,cosmetic_renovation,1.0,0.0,0.0,4236,170000.0,1,-1,-1,-1
1,59,8,0.0,1.0,9.0,55.0,1.0,1.0,2.7,9.0,closed_balcony,1,cosmetic_renovation,0.0,1.0,0.0,289,80000.0,1,9,169,5
0,69,9,1.0,0.0,3.0,65.0,2.0,1.0,3.5,3.0,0,1,designer_renovation,1.0,0.0,0.0,3137,350000.0,1,11,169,5
0,56,8,0.0,1.0,9.0,90.0,4.0,1.0,2.75,4.0,closed_balcony,partial_furniture,old_renovation,1.0,1.0,0.0,3657,300000.0,1,15,173,-1
0,69,9,0.0,0.0,5.0,45.0,2.0,1.0,2.8,3.0,open_balcony,1,euro_renovation,1.0,0.0,1.0,117,20000.0,0,12,156,5
1,34,9,0.0,1.0,7.0,55.0,2.0,1.0,2.7,5.0,0,1,cosmetic_renovation,1.0,0.0,0.0,2712,250000.0,1,-1,159,-1
1,39,8,0.0,1.0,12.0,70.0,3.0,1.0,2.8,10.0,0,1,designer_renovation,2.0,2.0,1.0,1448,18000.0,0,14,170,5
1,44,8,0.0,1.0,6.0,64.0,2.0,1.0,2.7,6.0,closed_balcony,2,cosmetic_renovation,1.0,2.0,0.0,3824,220000.0,1,-1,-1,-1
0,20,8,0.0,1.0,8.0,75.0,3.0,1.0,2.8,4.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,1806,400000.0,1,14,178,-1
0,33,8,0.0,1.0,9.0,65.0,2.0,1.0,2.75,3.0,closed_balcony,1,old_renovation,0.0,0.0,0.0,3224,330000.0,1,11,167,-1
0,49,9,0.0,0.0,5.0,45.0,1.0,1.0,2.8,4.0,open_balcony,1,designer_renovation,0.0,0.0,1.0,4520,15000.0,0,12,-1,5
1,55,7,1.0,1.0,10.0,80.0,3.0,2.0,3.0,7.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,2733,500000.0,1,10,159,5
1,48,7,1.0,1.0,6.0,48.0,2.0,1.0,3.0,5.0,open_balcony,1,major_renovation,1.0,1.0,0.0,389,300000.0,1,-1,-1,-1
1,39,8,0.0,1.0,9.0,67.0,2.0,1.0,2.7,4.0,closed_balcony,partial_furniture,old_renovation,1.0,2.0,0.0,4572,150000.0,1,-1,-1,-1
1,23,9,0.0,1.0,7.0,50.0,1.0,1.0,2.8,6.0,open_balcony,1,partial_renovation,1.0,1.0,0.0,1577,230000.0,1,-1,173,-1
0,36,7,1.0,1.0,12.0,49.0,2.0,1.0,2.8,12.0,0,1,euro_renovation,1.0,0.0,0.0,1917,220000.0,1,11,169,5
0,62,7,1.0,1.0,17.0,108.0,3.0,2.0,3.0,5.0,open_balcony,1,designer_renovation,1.0,0.0,2.0,311,2000.0,1,-1,-1,-1
1,30,8,0.0,1.0,9.0,45.0,2.0,1.0,2.8,3.0,0,1,major_renovation,1.0,2.0,0.0,2175,1000.0,1,11,167,5
0,38,7,1.0,1.0,15.0,55.0,2.0,1.0,3.0,9.0,open_balcony,1,designer_renovation,1.0,2.0,1.0,673,28000.0,0,12,127,5
1,21,9,0.0,0.0,5.0,36.0,1.0,1.0,2.75,1.0,0,1,old_renovation,1.0,2.0,0.0,2740,120000.0,1,8,4,5
0,47,9,0.0,0.0,5.0,90.0,2.0,1.0,3.2,3.0,open_balcony,1,major_renovation,2.0,0.0,1.0,3187,1600.0,1,-1,-1,-1
0,49,8,0.0,1.0,9.0,80.0,3.0,1.0,2.75,9.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,2825,250000.0,1,-1,-1,-1
0,25,9,0.0,0.0,5.0,60.0,2.0,1.0,3.0,2.0,open_balcony,1,designer_renovation,1.0,1.0,0.0,1272,1400.0,1,-1,-1,-1
0,41,9,0.0,0.0,5.0,78.0,3.0,1.0,2.8,2.0,0,1,major_renovation,1.0,0.0,0.0,1348,900.0,1,-1,-1,-1
1,39,7,1.0,1.0,6.0,100.0,3.0,1.0,3.0,3.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,2675,2100.0,1,-1,-1,-1
1,26,9,0.0,1.0,12.0,40.0,2.0,1.0,2.7,9.0,0,1,euro_renovation,1.0,0.0,0.0,2163,800.0,1,9,96,5
0,68,8,0.0,1.0,9.0,45.0,2.0,1.0,2.7,6.0,0,1,major_renovation,1.0,0.0,0.0,1348,300000.0,1,-1,-1,-1
0,68,8,0.0,0.0,9.0,50.0,2.0,1.0,2.8,5.0,0,1,major_renovation,1.0,0.0,0.0,1024,320000.0,1,-1,-1,-1
1,18,7,1.0,1.0,7.0,55.0,2.0,1.0,3.0,4.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1348,900.0,1,-1,-1,-1
1,23,9,0.0,0.0,5.0,65.0,2.0,1.0,2.8,2.0,0,1,major_renovation,1.0,0.0,0.0,1348,320000.0,1,-1,-1,-1
1,63,7,1.0,1.0,8.0,60.0,2.0,1.0,3.0,7.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1883,900.0,1,-1,-1,-1
0,41,7,0.0,0.0,9.0,100.0,3.0,1.0,2.8,2.0,closed_balcony,1,euro_renovation,2.0,0.0,0.0,3237,1350.0,1,11,78,-1
0,40,8,0.0,0.0,9.0,100.0,3.0,1.0,2.8,2.0,closed_balcony,1,euro_renovation,0.0,0.0,0.0,3212,550000.0,1,-1,-1,0
0,41,7,1.0,1.0,12.0,42.0,2.0,1.0,3.0,7.0,0,1,major_renovation,1.0,0.0,0.0,1256,350000.0,1,-1,-1,-1
1,34,7,1.0,1.0,14.0,65.0,2.0,1.0,3.0,12.0,0,1,designer_renovation,1.0,0.0,0.0,1665,1700.0,1,-1,-1,-1
1,62,9,0.0,0.0,1.0,100.0,5.0,2.0,3.5,1.0,multiple_balconies,1,major_renovation,1.0,0.0,0.0,2735,3000.0,1,-1,-1,-1
0,22,8,0.0,0.0,5.0,55.0,2.0,1.0,2.6,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1850,300000.0,1,9,124,5
1,33,7,1.0,1.0,12.0,57.0,2.0,1.0,3.0,11.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,1892,1300.0,1,-1,-1,-1
1,35,8,0.0,1.0,12.0,78.0,3.0,1.0,2.75,5.0,open_balcony,1,euro_renovation,2.0,0.0,0.0,1129,350000.0,1,14,167,5
0,42,9,0.0,0.0,4.0,80.0,3.0,1.0,3.2,3.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,2940,700.0,1,14,178,8
0,69,8,0.0,1.0,10.0,79.0,3.0,1.0,2.8,8.0,closed_balcony,1,designer_renovation,1.0,0.0,1.0,2555,35000.0,0,-1,-1,-1
0,38,8,0.0,0.0,5.0,51.0,2.0,1.0,2.6,3.0,closed_balcony,1,major_renovation,1.0,1.0,0.0,2271,250000.0,1,14,167,8
1,33,8,0.0,1.0,11.0,50.0,2.0,1.0,3.0,11.0,0,1,designer_renovation,1.0,0.0,0.0,3914,1400.0,1,-1,-1,-1
1,38,9,0.0,0.0,5.0,256.0,4.0,2.0,3.0,5.0,closed_balcony,1,major_renovation,1.0,1.0,1.0,2555,3000.0,1,-1,-1,-1
0,43,8,0.0,1.0,9.0,70.0,2.0,1.0,2.8,3.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,2471,280000.0,1,-1,170,5
1,39,7,1.0,1.0,9.0,130.0,3.0,2.0,3.0,3.0,0,1,designer_renovation,1.0,0.0,1.0,1939,2600.0,1,-1,-1,-1
1,33,7,1.0,1.0,7.0,105.0,2.0,1.0,3.2,3.0,0,1,designer_renovation,1.0,0.0,0.0,2675,2100.0,1,-1,-1,-1
0,56,7,1.0,1.0,15.0,60.0,2.0,1.0,3.0,7.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,3430,35000.0,0,-1,-1,-1
1,38,8,0.0,1.0,14.0,75.0,2.0,1.0,3.0,4.0,0,1,designer_renovation,1.0,1.0,1.0,211,40000.0,0,-1,-1,-1
1,20,7,1.0,1.0,18.0,60.0,2.0,1.0,3.0,3.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,211,1700.0,1,-1,-1,-1
1,69,7,1.0,1.0,8.0,160.0,5.0,2.0,3.0,3.0,open_balcony,1,major_renovation,1.0,0.0,0.0,2738,4000.0,1,-1,-1,-1
0,49,9,0.0,0.0,4.0,77.0,3.0,1.0,2.7,1.0,multiple_balconies,1,designer_renovation,0.0,0.0,0.0,1688,1400.0,1,-1,143,5
0,50,9,0.0,0.0,5.0,41.0,2.0,1.0,2.8,2.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2044,520000.0,1,-1,-1,-1
0,26,7,1.0,1.0,10.0,145.0,4.0,2.0,3.0,10.0,open_balcony,1,designer_renovation,1.0,0.0,1.0,2738,43000.0,0,12,156,-1
1,70,8,0.0,1.0,9.0,38.0,1.0,1.0,2.75,2.0,0,1,cosmetic_renovation,2.0,2.0,0.0,622,135000.0,1,8,167,5
1,19,9,0.0,0.0,5.0,60.0,2.0,1.0,2.7,1.0,closed_balcony,2,partial_renovation,1.0,0.0,0.0,3515,200000.0,1,-1,-1,-1
0,68,9,0.0,0.0,5.0,65.0,2.0,1.0,3.2,2.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,4025,1300.0,1,12,79,5
1,29,7,1.0,1.0,18.0,130.0,3.0,3.0,3.2,6.0,open_balcony,0,designer_renovation,1.0,0.0,0.0,2181,2200.0,1,12,121,0
1,33,8,0.0,0.0,5.0,40.0,2.0,1.0,2.7,2.0,0,1,major_renovation,1.0,2.0,0.0,4312,230000.0,1,9,178,-1
0,36,9,1.0,0.0,3.0,58.0,3.0,1.0,2.6,1.0,0,2,cosmetic_renovation,1.0,0.0,0.0,1125,300000.0,1,-1,-1,-1
0,20,9,0.0,0.0,5.0,56.0,2.0,1.0,2.7,2.0,closed_balcony,1,major_renovation,1.0,0.0,1.0,557,20000.0,0,-1,-1,-1
1,22,7,1.0,1.0,13.0,105.0,3.0,1.0,3.0,5.0,multiple_balconies,1,major_renovation,1.0,0.0,0.0,2507,350000.0,1,-1,-1,-1
0,36,8,0.0,1.0,12.0,50.0,2.0,1.0,2.7,11.0,open_balcony,1,major_renovation,1.0,0.0,0.0,148,1500.0,1,-1,-1,-1
1,46,9,0.0,0.0,2.0,200.0,2.0,1.0,3.0,2.0,open_balcony,2,cosmetic_renovation,1.0,1.0,2.0,502,200000.0,1,-1,-1,-1
0,52,8,0.0,0.0,4.0,40.0,1.0,1.0,2.7,3.0,open_balcony,2,cosmetic_renovation,0.0,0.0,0.0,1348,230000.0,1,-1,-1,-1
0,67,7,1.0,1.0,16.0,52.0,2.0,1.0,3.0,8.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,354,550000.0,1,11,169,5
1,51,7,1.0,1.0,14.0,85.0,3.0,1.0,3.0,14.0,open_balcony,1,major_renovation,1.0,0.0,0.0,4380,500000.0,1,11,-1,-1
0,24,7,1.0,1.0,14.0,44.0,2.0,1.0,3.0,4.0,0,1,major_renovation,1.0,0.0,0.0,1256,500000.0,1,-1,-1,-1
1,51,8,0.0,1.0,14.0,60.0,2.0,1.0,3.0,6.0,0,1,major_renovation,0.0,0.0,0.0,2844,330000.0,1,-1,-1,-1
0,31,8,0.0,1.0,9.0,65.0,2.0,1.0,2.7,6.0,closed_balcony,1,major_renovation,1.0,2.0,0.0,800,1200.0,1,4,156,-1
0,31,8,0.0,0.0,5.0,63.0,2.0,1.0,2.75,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,929,250000.0,1,-1,-1,-1
1,28,7,1.0,1.0,13.0,112.0,3.0,1.0,3.0,5.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,4301,450000.0,1,9,173,5
0,18,9,0.0,0.0,5.0,48.0,1.0,1.0,2.8,5.0,0,1,major_renovation,1.0,1.0,0.0,3592,350000.0,1,12,-1,-1
1,68,9,0.0,0.0,5.0,50.0,2.0,1.0,2.8,5.0,closed_balcony,2,major_renovation,1.0,1.0,0.0,2307,200000.0,1,5,195,5
1,67,7,1.0,1.0,10.0,110.0,3.0,2.0,3.0,8.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1670,1700.0,1,-1,-1,-1
0,27,8,0.0,1.0,9.0,67.0,3.0,1.0,2.7,3.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1003,280000.0,1,-1,-1,-1
1,55,8,0.0,1.0,9.0,60.0,2.0,1.0,2.7,1.0,0,1,major_renovation,2.0,2.0,0.0,892,240000.0,1,15,179,5
0,54,7,1.0,1.0,22.0,50.0,2.0,1.0,3.0,9.0,open_balcony,1,major_renovation,1.0,0.0,0.0,4459,450000.0,1,-1,-1,-1
0,42,8,0.0,1.0,12.0,73.0,3.0,1.0,2.75,10.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1450,250000.0,1,-1,-1,-1
0,46,7,1.0,1.0,13.0,85.0,3.0,1.0,2.8,12.0,open_balcony,,euro_renovation,11.0,10.0,10.0,2514,650000.0,1,-1,-1,-1
1,43,7,1.0,1.0,15.0,67.0,2.0,1.0,3.0,12.0,open_balcony,1,designer_renovation,2.0,2.0,0.0,1577,1300.0,1,-1,-1,-1
0,52,7,1.0,1.0,10.0,60.0,2.0,1.0,3.0,7.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,1875,400000.0,1,10,159,-1
1,61,7,1.0,0.0,5.0,55.0,2.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,0.0,0.0,1608,420000.0,1,-1,-1,-1
0,64,9,1.0,1.0,15.0,100.0,3.0,1.0,2.8,8.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,2192,1200.0,1,14,167,5
0,58,7,1.0,1.0,11.0,63.0,2.0,1.0,3.0,5.0,0,1,designer_renovation,1.0,0.0,0.0,211,2300.0,1,-1,-1,-1
0,37,9,0.0,0.0,4.0,30.0,1.0,1.0,2.7,2.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,1420,180000.0,1,-1,-1,-1
0,70,7,0.0,1.0,9.0,47.0,1.0,1.0,2.7,5.0,0,1,euro_renovation,0.0,0.0,1.0,4024,1500.0,1,12,111,5
0,25,8,0.0,1.0,9.0,90.0,3.0,1.0,2.8,9.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,2732,250000.0,1,-1,-1,-1
0,29,8,0.0,0.0,5.0,35.0,2.0,1.0,2.5,3.0,0,1,cosmetic_renovation,1.0,2.0,0.0,1173,220000.0,1,15,78,5
0,32,9,1.0,1.0,4.0,51.0,2.0,2.0,2.6,1.0,open_balcony,1,major_renovation,0.0,1.0,0.0,238,1250.0,1,11,66,5
1,53,8,0.0,1.0,10.0,42.0,2.0,1.0,2.6,3.0,open_balcony,,designer_renovation,11.0,10.0,10.0,2460,12000.0,0,-1,-1,-1
0,34,9,0.0,0.0,4.0,110.0,4.0,1.0,2.8,2.0,open_balcony,1,partial_renovation,2.0,2.0,0.0,1806,550000.0,1,11,78,5
1,63,9,0.0,0.0,5.0,80.0,3.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,1.0,0.0,3281,1000.0,1,-1,-1,-1
1,30,9,0.0,0.0,3.0,110.0,3.0,2.0,2.8,1.0,multiple_balconies,1,major_renovation,1.0,1.0,0.0,2802,385000.0,1,16,4,6
0,64,7,1.0,1.0,10.0,62.0,2.0,1.0,3.0,6.0,0,1,euro_renovation,1.0,0.0,0.0,211,1800.0,1,-1,-1,-1
0,37,9,0.0,1.0,10.0,40.0,2.0,1.0,2.7,4.0,0,,euro_renovation,11.0,10.0,10.0,2412,15000.0,0,-1,-1,-1
0,61,8,0.0,1.0,9.0,116.0,4.0,2.0,3.0,3.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,2738,1400.0,1,-1,-1,-1
0,19,9,0.0,1.0,5.0,60.0,3.0,1.0,2.7,3.0,0,,euro_renovation,11.0,10.0,10.0,2580,14000.0,0,-1,-1,-1
0,36,7,0.0,1.0,9.0,50.0,2.0,1.0,2.7,3.0,0,,euro_renovation,11.0,10.0,10.0,354,13000.0,0,-1,-1,-1
1,20,9,0.0,0.0,4.0,72.0,2.0,1.0,2.7,4.0,closed_balcony,1,cosmetic_renovation,1.0,0.0,0.0,2292,190000.0,1,14,87,6
1,53,8,0.0,0.0,5.0,52.0,2.0,1.0,2.75,4.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,1712,220000.0,1,-1,-1,-1
0,40,7,1.0,1.0,17.0,60.0,2.0,1.0,3.0,13.0,open_balcony,1,major_renovation,0.0,0.0,0.0,678,100.0,0,-1,-1,-1
0,19,8,0.0,1.0,9.0,79.0,3.0,1.0,2.6,8.0,closed_balcony,1,partial_renovation,2.0,0.0,0.0,2475,300000.0,1,16,78,5
0,41,9,0.0,0.0,4.0,115.0,4.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,2.0,0.0,1346,1300.0,1,11,127,-1
0,31,8,0.0,1.0,9.0,75.0,3.0,1.0,2.8,2.0,0,1,major_renovation,1.0,2.0,0.0,3081,250000.0,1,14,167,5
1,22,7,1.0,0.0,4.0,60.0,2.0,1.0,3.0,2.0,open_balcony,1,euro_renovation,1.0,1.0,0.0,3138,380000.0,1,12,167,0
1,34,8,0.0,1.0,10.0,70.0,2.0,1.0,2.8,10.0,open_balcony,1,euro_renovation,1.0,2.0,0.0,2337,650000.0,1,11,156,5
1,65,9,0.0,0.0,5.0,45.0,2.0,1.0,2.8,5.0,0,1,euro_renovation,2.0,0.0,0.0,720,700.0,1,12,169,5
0,44,9,0.0,0.0,5.0,40.0,2.0,1.0,3.0,4.0,0,1,major_renovation,0.0,0.0,0.0,1806,420000.0,1,-1,-1,-1
0,31,7,1.0,1.0,13.0,57.0,2.0,1.0,3.0,5.0,0,1,major_renovation,0.0,0.0,0.0,2044,1400.0,1,-1,-1,-1
1,51,8,0.0,1.0,10.0,90.0,4.0,1.0,2.8,8.0,closed_balcony,1,cosmetic_renovation,1.0,1.0,0.0,1897,300000.0,1,14,167,5
1,37,7,1.0,1.0,16.0,65.0,2.0,1.0,3.0,15.0,open_balcony,1,designer_renovation,2.0,2.0,0.0,4156,540000.0,1,-1,-1,-1
1,60,8,0.0,1.0,1.0,60.0,3.0,1.0,2.8,1.0,0,1,major_renovation,1.0,1.0,1.0,1535,20000.0,0,12,106,5
0,62,7,1.0,1.0,10.0,70.0,3.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,1.0,0.0,3182,1300.0,1,-1,-1,-1
0,49,9,0.0,0.0,5.0,65.0,2.0,1.0,3.0,1.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1441,350000.0,1,-1,-1,-1
0,35,8,0.0,1.0,9.0,90.0,4.0,1.0,2.75,3.0,closed_balcony,0,old_renovation,1.0,1.0,0.0,2844,130000.0,1,-1,-1,5
0,42,9,0.0,1.0,6.0,50.0,2.0,1.0,3.0,4.0,open_balcony,1,major_renovation,0.0,0.0,0.0,2555,1300.0,1,-1,-1,-1
1,67,8,0.0,1.0,11.0,45.0,2.0,1.0,2.75,6.0,0,1,major_renovation,1.0,0.0,1.0,2809,50.0,0,-1,-1,-1
0,46,9,0.0,1.0,5.0,38.0,2.0,1.0,3.0,5.0,open_balcony,1,designer_renovation,1.0,2.0,1.0,2439,15000.0,0,12,66,5
0,35,8,0.0,1.0,16.0,70.0,3.0,1.0,2.75,4.0,0,1,euro_renovation,2.0,0.0,0.0,2116,320000.0,1,12,153,5
1,38,7,1.0,1.0,8.0,100.0,3.0,2.0,3.0,8.0,open_balcony,1,designer_renovation,1.0,0.0,0.0,3182,750000.0,1,-1,-1,-1
1,30,7,1.0,1.0,10.0,67.0,3.0,1.0,3.0,2.0,open_balcony,1,major_renovation,1.0,0.0,1.0,2028,70.0,0,-1,-1,-1
0,44,9,0.0,0.0,5.0,60.0,2.0,1.0,2.75,2.0,0,2,partial_renovation,2.0,2.0,0.0,877,200000.0,1,-1,-1,-1
1,30,7,1.0,1.0,7.0,60.0,2.0,1.0,3.0,5.0,open_balcony,1,major_renovation,0.0,0.0,0.0,2584,1500.0,1,-1,-1,-1
0,67,9,0.0,0.0,5.0,65.0,2.0,1.0,3.2,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1665,1100.0,1,-1,-1,-1
1,23,9,0.0,0.0,4.0,40.0,2.0,1.0,2.8,4.0,open_balcony,0,euro_renovation,0.0,0.0,1.0,921,13000.0,0,-1,-1,-1
1,62,8,0.0,1.0,9.0,96.0,4.0,1.0,3.0,1.0,0,0,designer_renovation,2.0,0.0,0.0,2078,300000.0,1,-1,202,5
0,50,7,1.0,1.0,8.0,54.0,2.0,1.0,3.0,7.0,open_balcony,1,major_renovation,1.0,0.0,1.0,389,20000.0,0,-1,-1,-1
0,53,7,1.0,1.0,14.0,70.0,3.0,1.0,3.2,7.0,open_balcony,,major_renovation,1.0,0.0,0.0,678,800000.0,1,-1,-1,-1
0,26,8,0.0,1.0,14.0,80.0,3.0,1.0,3.0,14.0,closed_balcony,,euro_renovation,1.0,0.0,1.0,2683,18000.0,0,-1,-1,-1
1,56,9,1.0,1.0,12.0,86.0,3.0,2.0,3.0,8.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,4440,700000.0,1,10,87,-1
0,56,7,1.0,1.0,22.0,75.0,3.0,1.0,2.8,13.0,open_balcony,1,no_renovation,1.0,0.0,0.0,2044,1300.0,1,-1,-1,-1
1,67,9,0.0,0.0,2.0,85.0,3.0,1.0,2.8,2.0,0,1,major_renovation,1.0,1.0,0.0,4218,280000.0,1,12,54,5
0,70,9,0.0,1.0,6.0,65.0,2.0,1.0,2.8,6.0,multiple_balconies,1,major_renovation,1.0,2.0,1.0,1662,22000.0,0,12,156,5
0,61,7,1.0,1.0,11.0,100.0,3.0,2.0,2.8,2.0,0,1,designer_renovation,1.0,0.0,0.0,2479,700000.0,1,-1,-1,-1
0,37,7,1.0,1.0,12.0,50.0,2.0,1.0,3.0,7.0,0,1,major_renovation,1.0,2.0,0.0,939,299000.0,1,12,170,5
1,43,8,0.0,1.0,12.0,65.0,3.0,1.0,2.8,4.0,closed_balcony,1,euro_renovation,1.0,0.0,0.0,933,250000.0,1,14,173,-1
0,53,9,0.0,0.0,4.0,65.0,3.0,1.0,2.7,4.0,0,1,cosmetic_renovation,1.0,1.0,0.0,1657,850.0,1,-1,-1,-1
1,31,9,0.0,0.0,5.0,47.0,2.0,1.0,3.0,2.0,0,1,designer_renovation,2.0,2.0,0.0,3468,400000.0,1,12,153,5
1,28,8,0.0,0.0,5.0,63.0,3.0,1.0,2.75,4.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,1730,220000.0,1,-1,-1,-1
0,18,7,1.0,1.0,8.0,50.0,2.0,1.0,3.0,6.0,open_balcony,1,euro_renovation,1.0,0.0,0.0,1883,350000.0,1,11,124,5
0,65,7,0.0,1.0,11.0,56.0,2.0,1.0,2.5,7.0,0,1,cosmetic_renovation,1.0,0.0,0.0,678,470000.0,1,-1,-1,-1
1,39,7,1.0,1.0,14.0,100.0,3.0,2.0,3.0,5.0,open_balcony,1,euro_renovation,1.0,2.0,0.0,4301,550000.0,1,-1,-1,-1
0,24,7,1.0,1.0,17.0,66.0,2.0,1.0,3.0,4.0,open_balcony,1,designer_renovation,1.0,1.0,0.0,3964,500000.0,1,10,200,-1
0,29,9,0.0,0.0,5.0,70.0,3.0,1.0,3.5,5.0,0,1,major_renovation,1.0,0.0,0.0,2709,380000.0,1,-1,-1,-1
1,38,7,1.0,1.0,5.0,105.0,3.0,2.0,3.0,3.0,open_balcony,partial_furniture,designer_renovation,1.0,0.0,0.0,2675,1500.0,1,1,-1,5
1,35,7,1.0,1.0,17.0,51.0,2.0,1.0,3.0,5.0,open_balcony,1,designer_renovation,2.0,2.0,0.0,2009,1500.0,1,11,110,5
1,55,8,0.0,0.0,5.0,45.0,2.0,1.0,2.75,1.0,closed_balcony,1,designer_renovation,1.0,0.0,0.0,1822,250000.0,1,-1,-1,-1
0,33,8,0.0,1.0,9.0,105.0,3.0,2.0,3.0,9.0,0,1,designer_renovation,1.0,1.0,0.0,2163,2300.0,1,-1,-1,-1
1,30,9,0.0,1.0,6.0,38.0,1.0,1.0,3.0,2.0,0,1,major_renovation,1.0,1.0,0.0,1348,230000.0,1,12,127,5
0,23,8,0.0,0.0,5.0,58.0,2.0,1.0,2.75,2.0,closed_balcony,1,major_renovation,1.0,0.0,0.0,892,230000.0,1,-1,-1,-1
0,22,9,0.0,0.0,5.0,48.0,2.0,1.0,2.8,1.0,0,1,cosmetic_renovation,1.0,0.0,2.0,1348,12000.0,0,11,190,-1
1,57,8,0.0,1.0,11.0,45.0,2.0,1.0,2.8,11.0,0,1,euro_renovation,1.0,1.0,0.0,2790,900.0,1,-1,-1,-1
