Gender,Age,Construction_type,New_construction,Elevator,Floors_in_the_building,Floor_area,Number_of_rooms,Number_of_bathrooms,Ceiling_height,Floor,Balcony,Furniture,Renovation,Children_are_welcome,Pets_allowed,Utility_payments,Address,Price,Duration,amenities,appliances,parking
0,23,4,0.0,0.0,5.0,80.0,3.0,1.0,3.0,3.0,Not available,,Designer Renovation,0.0,0.0,0.0,2044,1600.0,1,7,187,4
1,63,4,0.0,1.0,5.0,58.0,2.0,1.0,3.0,2.0,Multiple balconies,Available,Major Renovation,11.0,10.0,11.0,2559,20000.0,0,7,187,4
0,36,4,1.0,1.0,9.0,65.0,2.0,2.0,3.5,4.0,Closed balcony,,Major Renovation,11.0,10.0,11.0,1348,25000.0,0,7,187,4
1,48,4,1.0,1.0,9.0,46.0,2.0,1.0,3.0,8.0,Closed balcony,Available,Major Renovation,11.0,10.0,11.0,1534,15000.0,0,7,187,4
0,35,4,0.0,0.0,4.0,36.0,2.0,1.0,3.0,2.0,Multiple balconies,Available,Designer Renovation,11.0,10.0,11.0,1314,25000.0,0,7,187,4
0,46,2,1.0,1.0,6.0,40.0,2.0,1.0,3.0,4.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,1348,1300.0,1,7,187,4
0,24,2,1.0,1.0,8.0,74.0,3.0,2.0,3.0,2.0,Multiple balconies,Available,Euro Renovation,11.0,10.0,10.0,1141,1200.0,1,7,187,4
0,22,2,1.0,1.0,12.0,80.0,3.0,1.0,3.0,7.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,1867,1600.0,1,7,187,4
0,39,2,1.0,1.0,12.0,60.0,2.0,1.0,3.0,5.0,Open balcony,Available,Designer Renovation,10.0,10.0,10.0,1892,500000.0,1,7,187,4
1,59,2,1.0,1.0,12.0,80.0,3.0,2.0,3.0,12.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,1491,1600.0,1,7,187,4
0,53,4,0.0,0.0,5.0,80.0,3.0,1.0,2.8,4.0,Not available,Available,Major Renovation,11.0,10.0,10.0,1348,1400.0,0,7,187,4
0,35,2,1.0,1.0,15.0,67.0,2.0,1.0,2.8,10.0,Open balcony,Available,Designer Renovation,10.0,10.0,10.0,1966,650000.0,1,7,187,4
0,26,4,0.0,0.0,4.0,71.0,3.0,1.0,2.8,2.0,Not available,Available,Major Renovation,11.0,10.0,10.0,1348,500000.0,1,7,187,4
0,29,2,1.0,1.0,17.0,85.0,3.0,1.0,3.0,16.0,Multiple balconies,,Designer Renovation,11.0,10.0,10.0,1577,2000.0,1,7,187,4
1,23,4,0.0,0.0,5.0,80.0,3.0,1.0,2.8,2.0,Open balcony,Available,Euro Renovation,10.0,10.0,10.0,1577,1200.0,1,7,187,4
1,34,3,1.0,1.0,11.0,90.0,3.0,1.0,2.8,8.0,Not available,Available,Major Renovation,11.0,10.0,10.0,1491,1300.0,1,7,187,4
0,36,4,0.0,0.0,5.0,62.0,2.0,1.0,2.8,3.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,1348,1250.0,1,7,187,4
1,35,3,0.0,1.0,9.0,90.0,3.0,1.0,2.75,5.0,Not available,Available,Major Renovation,11.0,10.0,10.0,287,1200.0,1,7,187,4
0,42,3,0.0,1.0,9.0,52.0,2.0,1.0,2.75,9.0,Not available,Available,Major Renovation,11.0,10.0,10.0,1024,1100.0,1,7,187,4
1,19,4,0.0,0.0,4.0,75.0,3.0,1.0,3.0,2.0,Not available,,Major Renovation,11.0,10.0,10.0,1348,1500.0,1,7,187,4
1,42,4,0.0,0.0,4.0,46.0,2.0,1.0,2.8,3.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,1348,1150.0,1,7,187,4
1,42,2,1.0,1.0,11.0,115.0,3.0,2.0,3.0,8.0,Open balcony,Available,Designer Renovation,10.0,10.0,10.0,1141,1200.0,1,7,187,4
1,48,4,0.0,0.0,5.0,80.0,3.0,1.0,2.8,2.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,1491,1200.0,1,7,187,4
0,25,4,0.0,0.0,5.0,60.0,2.0,1.0,2.8,2.0,Not available,Available,Major Renovation,10.0,10.0,10.0,2709,1200.0,1,7,187,4
0,45,2,1.0,1.0,6.0,67.0,2.0,1.0,3.0,4.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,250,1000.0,1,7,187,4
0,65,4,0.0,0.0,5.0,83.0,3.0,1.0,2.8,5.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,1348,1200.0,1,7,187,4
1,48,2,1.0,1.0,9.0,90.0,3.0,1.0,3.0,2.0,Not available,Available,Major Renovation,10.0,10.0,10.0,1491,1500.0,1,7,187,4
1,66,2,1.0,1.0,10.0,78.0,3.0,1.0,3.0,2.0,Not available,,Designer Renovation,11.0,10.0,10.0,1883,1700.0,1,7,187,4
1,18,2,1.0,1.0,12.0,105.0,3.0,1.0,3.0,4.0,Open balcony,,Designer Renovation,11.0,10.0,10.0,521,1300.0,1,7,187,4
1,27,4,0.0,0.0,5.0,95.0,3.0,1.0,2.8,3.0,Not available,Not available,Designer Renovation,11.0,10.0,10.0,1348,1300.0,1,7,187,4
0,26,4,0.0,0.0,5.0,75.0,3.0,1.0,2.8,5.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,1577,1200.0,1,7,187,4
0,23,3,0.0,1.0,12.0,48.0,2.0,1.0,2.75,6.0,Not available,Available,Major Renovation,11.0,10.0,10.0,287,1000.0,1,7,187,4
1,41,2,1.0,1.0,8.0,50.0,2.0,1.0,3.0,3.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,4209,1200.0,1,7,187,4
1,61,2,1.0,1.0,5.0,75.0,3.0,1.0,3.0,2.0,Not available,,Designer Renovation,11.0,10.0,10.0,2675,1500.0,1,7,187,4
1,20,4,1.0,0.0,4.0,100.0,4.0,2.0,3.0,4.0,Multiple balconies,Available,Designer Renovation,11.0,10.0,10.0,1491,3000.0,1,7,187,4
0,61,2,1.0,0.0,6.0,100.0,4.0,2.0,3.5,4.0,Not available,,Designer Renovation,11.0,10.0,10.0,1577,2500.0,1,7,187,4
1,39,4,0.0,0.0,5.0,100.0,3.0,1.0,3.0,3.0,Not available,Available,Major Renovation,11.0,10.0,10.0,1975,550000.0,1,7,187,4
1,26,2,1.0,1.0,18.0,70.0,2.0,1.0,3.0,10.0,Open balcony,Available,Major Renovation,10.0,10.0,10.0,1883,1000.0,1,7,187,4
0,25,2,1.0,1.0,9.0,83.0,3.0,1.0,2.8,5.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,2581,1500.0,1,7,187,4
1,51,2,1.0,1.0,6.0,115.0,3.0,2.0,3.0,2.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,557,1200.0,1,7,187,4
0,60,2,1.0,1.0,6.0,130.0,3.0,2.0,3.0,3.0,Open balcony,,Major Renovation,0.0,0.0,0.0,569,1500.0,1,7,187,4
1,24,4,0.0,0.0,5.0,90.0,3.0,1.0,3.0,2.0,Not available,,Major Renovation,0.0,0.0,0.0,1806,1500.0,1,7,187,4
1,65,2,1.0,1.0,22.0,70.0,2.0,1.0,3.0,6.0,Open balcony,,Major Renovation,0.0,0.0,0.0,2514,1200.0,1,7,187,4
0,68,3,0.0,1.0,14.0,80.0,3.0,1.0,3.0,7.0,Not available,,Major Renovation,0.0,0.0,0.0,1051,1400.0,1,7,187,4
1,67,3,0.0,1.0,11.0,85.0,3.0,2.0,2.7,6.0,Multiple balconies,,Designer Renovation,0.0,0.0,0.0,2790,1500.0,1,7,187,4
0,56,2,1.0,1.0,14.0,80.0,2.0,2.0,3.0,11.0,Open balcony,,Euro Renovation,11.0,11.0,10.0,211,1500.0,1,7,187,4
0,24,4,0.0,0.0,5.0,53.0,2.0,1.0,2.8,1.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,1466,400000.0,1,7,187,4
0,56,3,0.0,1.0,10.0,92.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,1048,500000.0,1,7,187,4
1,46,2,1.0,1.0,12.0,46.0,2.0,1.0,3.0,7.0,Open balcony,Available,Euro Renovation,10.0,10.0,10.0,1883,550000.0,1,7,187,4
1,66,2,1.0,1.0,8.0,45.0,2.0,1.0,2.8,2.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,1883,400000.0,1,7,187,4
0,30,4,0.0,0.0,5.0,50.0,2.0,1.0,2.8,1.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,163,440000.0,1,7,187,4
0,21,3,0.0,1.0,9.0,81.0,3.0,1.0,2.8,8.0,Not available,Available,Euro Renovation,11.0,11.0,10.0,564,500000.0,1,7,187,4
0,25,4,0.0,1.0,8.0,43.0,1.0,1.0,2.75,2.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,2691,400000.0,1,7,187,4
1,37,4,0.0,0.0,4.0,50.0,2.0,1.0,2.75,4.0,Open balcony,Available,Euro Renovation,10.0,10.0,10.0,1065,350000.0,1,7,187,4
1,46,4,0.0,0.0,5.0,58.0,2.0,1.0,2.7,4.0,Multiple balconies,Available,Euro Renovation,11.0,10.0,10.0,2580,400000.0,1,7,187,4
0,33,3,0.0,1.0,10.0,75.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Major Renovation,11.0,11.0,12.0,569,500000.0,1,7,187,4
1,33,4,0.0,1.0,7.0,80.0,3.0,1.0,2.8,2.0,Closed balcony,Available,Major Renovation,11.0,10.0,10.0,1348,1300.0,1,7,187,4
0,48,3,0.0,1.0,9.0,60.0,2.0,1.0,2.6,6.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,287,450000.0,1,7,187,4
0,42,4,0.0,0.0,5.0,80.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,1348,450000.0,1,7,187,4
1,65,4,0.0,1.0,9.0,50.0,2.0,1.0,2.8,7.0,Multiple balconies,Available,Euro Renovation,11.0,11.0,10.0,3190,400000.0,1,7,187,4
0,60,4,0.0,0.0,5.0,47.0,2.0,1.0,2.8,2.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,1283,430000.0,1,7,187,4
1,43,3,0.0,1.0,14.0,80.0,3.0,1.0,2.8,9.0,Not available,Available,Euro Renovation,11.0,11.0,10.0,1051,500000.0,1,7,187,4
0,66,2,1.0,1.0,10.0,50.0,2.0,1.0,2.8,5.0,Not available,Available,Major Renovation,11.0,11.0,10.0,3190,500000.0,1,7,187,4
0,40,3,0.0,1.0,6.0,63.0,2.0,1.0,2.5,6.0,Not available,Available,Euro Renovation,11.0,11.0,10.0,1283,500000.0,1,7,187,4
1,44,4,0.0,1.0,7.0,50.0,2.0,1.0,2.8,5.0,Not available,Available,Designer Renovation,11.0,11.0,10.0,1272,450000.0,1,7,187,4
0,63,4,0.0,0.0,5.0,43.0,1.0,1.0,3.0,2.0,Not available,Available,Major Renovation,11.0,11.0,10.0,2359,300000.0,1,7,187,4
0,37,4,0.0,0.0,5.0,51.0,2.0,1.0,2.8,5.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,2597,400000.0,1,7,187,4
0,52,4,0.0,0.0,5.0,65.0,2.0,1.0,2.8,1.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,163,1000.0,1,7,187,4
0,35,4,0.0,0.0,5.0,50.0,2.0,1.0,2.8,3.0,Not available,Available,Major Renovation,11.0,11.0,10.0,563,400000.0,1,7,187,4
1,19,2,1.0,1.0,12.0,55.0,2.0,1.0,3.0,7.0,Open balcony,Available,Euro Renovation,10.0,10.0,10.0,1884,1400.0,1,7,187,4
1,19,4,0.0,0.0,4.0,80.0,3.0,1.0,3.0,2.0,Not available,Available,Major Renovation,11.0,11.0,10.0,569,500000.0,1,7,187,4
0,41,3,1.0,1.0,13.0,60.0,2.0,1.0,3.0,6.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,3024,420000.0,1,7,187,4
0,46,3,0.0,1.0,13.0,87.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,980,1300.0,1,7,187,4
1,41,4,0.0,0.0,5.0,78.0,3.0,1.0,2.8,4.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,568,500000.0,1,7,187,4
0,56,3,0.0,1.0,9.0,50.0,2.0,1.0,2.8,7.0,Multiple balconies,Available,Euro Renovation,11.0,10.0,10.0,2887,320000.0,1,7,187,4
0,48,4,0.0,0.0,5.0,43.0,1.0,1.0,2.75,3.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,557,1000.0,1,7,187,4
0,51,4,0.0,0.0,5.0,69.0,2.0,1.0,2.8,2.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,569,450000.0,1,7,187,4
0,39,4,0.0,0.0,5.0,54.0,2.0,1.0,2.75,3.0,Not available,Available,Major Renovation,11.0,11.0,10.0,3022,400000.0,1,7,187,4
0,58,3,0.0,1.0,9.0,43.0,1.0,1.0,2.8,7.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,49,1000.0,1,7,187,4
1,68,4,0.0,0.0,5.0,40.0,1.0,1.0,3.0,4.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,1265,400000.0,1,7,187,4
0,56,2,1.0,1.0,16.0,70.0,3.0,1.0,3.0,8.0,Not available,Available,Designer Renovation,11.0,11.0,10.0,1290,1500.0,1,7,187,4
1,28,2,1.0,1.0,8.0,57.0,2.0,1.0,2.8,2.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,1883,1200.0,1,7,187,4
0,26,2,1.0,1.0,8.0,80.0,3.0,1.0,2.8,2.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,1883,2000.0,1,7,187,4
0,48,2,1.0,1.0,16.0,70.0,3.0,1.0,2.8,8.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,1348,2000.0,1,7,187,4
1,19,3,0.0,1.0,11.0,41.0,1.0,1.0,3.0,9.0,Open balcony,,Major Renovation,0.0,0.0,0.0,2733,20000.0,0,7,187,4
0,41,2,1.0,1.0,8.0,80.0,3.0,1.0,2.8,2.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,1883,450000.0,1,7,187,4
1,18,2,1.0,1.0,16.0,70.0,3.0,1.0,2.8,8.0,Not available,Available,Euro Renovation,11.0,11.0,10.0,1336,650000.0,1,7,187,4
0,30,2,1.0,1.0,16.0,100.0,3.0,2.0,3.0,9.0,Not available,Available,Euro Renovation,11.0,11.0,10.0,989,2000.0,1,7,187,4
1,29,2,1.0,1.0,16.0,60.0,2.0,1.0,3.0,3.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,3057,500000.0,1,7,187,4
0,21,3,0.0,0.0,5.0,40.0,1.0,1.0,2.8,3.0,Not available,Available,Cosmetic Renovation,10.0,10.0,10.0,1272,400000.0,1,7,187,4
1,62,4,0.0,0.0,5.0,32.0,1.0,1.0,2.8,1.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,1074,300000.0,1,7,187,4
1,67,2,1.0,1.0,8.0,45.0,1.0,1.0,3.0,8.0,Not available,Available,Euro Renovation,10.0,10.0,12.0,1522,270000.0,1,7,187,4
0,45,2,1.0,1.0,6.0,50.0,2.0,1.0,3.0,5.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,2292,350000.0,1,7,187,4
0,70,4,0.0,0.0,4.0,76.0,3.0,1.0,2.7,2.0,Closed balcony,Available,Major Renovation,11.0,11.0,10.0,1522,300000.0,1,7,187,4
1,43,4,0.0,0.0,5.0,30.0,1.0,1.0,2.8,1.0,Not available,Available,Major Renovation,11.0,11.0,10.0,2292,300000.0,1,7,187,4
1,44,4,0.0,0.0,5.0,60.0,2.0,1.0,2.8,4.0,Closed balcony,Available,Euro Renovation,11.0,11.0,10.0,13,300000.0,1,7,187,4
0,37,4,0.0,0.0,5.0,54.0,2.0,1.0,2.75,1.0,Closed balcony,Available,Major Renovation,10.0,10.0,10.0,1420,400000.0,1,7,187,4
0,33,4,0.0,0.0,4.0,90.0,3.0,1.0,2.7,3.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,1074,400000.0,1,7,187,4
1,58,2,1.0,1.0,9.0,52.0,2.0,1.0,3.0,5.0,Not available,Available,Designer Renovation,11.0,10.0,10.0,2760,1300.0,1,7,187,4
0,36,2,1.0,1.0,9.0,50.0,2.0,1.0,2.8,6.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,2242,1000.0,1,7,187,4
0,39,4,0.0,0.0,5.0,36.0,1.0,1.0,2.8,1.0,Not available,Available,Euro Renovation,10.0,10.0,10.0,1522,300000.0,1,7,187,4
0,23,4,0.0,0.0,4.0,60.0,2.0,1.0,2.6,2.0,Not available,Available,Major Renovation,11.0,11.0,10.0,1420,800.0,1,7,187,4
1,19,3,0.0,0.0,5.0,40.0,1.0,1.0,2.8,1.0,Not available,Available,Euro Renovation,10.0,10.0,10.0,1074,800.0,1,7,187,4
1,64,4,0.0,0.0,4.0,48.0,1.0,1.0,2.5,4.0,Closed balcony,Available,Euro Renovation,10.0,10.0,10.0,18,300000.0,1,7,187,4
1,59,2,1.0,1.0,8.0,45.0,2.0,1.0,3.0,5.0,Not available,Available,Euro Renovation,11.0,11.0,10.0,2333,400000.0,1,7,187,4
1,19,2,1.0,1.0,14.0,60.0,2.0,1.0,3.0,11.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,2292,450000.0,1,7,187,4
1,34,4,0.0,1.0,5.0,37.0,1.0,1.0,2.8,2.0,Not available,,Euro Renovation,11.0,10.0,11.0,2251,7000.0,0,7,187,4
1,52,4,0.0,0.0,4.0,40.0,1.0,1.0,2.8,2.0,Not available,,Euro Renovation,11.0,10.0,11.0,1196,8000.0,0,7,187,4
0,32,4,0.0,0.0,5.0,45.0,1.0,1.0,2.7,2.0,Not available,,Euro Renovation,11.0,10.0,11.0,807,8000.0,0,7,187,4
1,63,2,1.0,1.0,16.0,70.0,2.0,1.0,3.0,9.0,Open balcony,Available,Designer Renovation,10.0,10.0,10.0,231,800.0,1,7,187,4
1,40,2,1.0,0.0,6.0,54.0,2.0,1.0,3.0,2.0,Not available,,Major Renovation,0.0,0.0,0.0,2735,18000.0,0,7,187,4
1,23,3,0.0,1.0,9.0,80.0,3.0,1.0,2.8,4.0,Open balcony,,Major Renovation,11.0,11.0,10.0,2735,250000.0,1,7,187,4
1,67,4,0.0,0.0,3.0,48.0,2.0,1.0,2.75,1.0,Closed balcony,Available,Major Renovation,11.0,11.0,10.0,1348,230000.0,1,7,187,4
0,61,4,0.0,0.0,5.0,50.0,2.0,1.0,2.8,4.0,Open balcony,Available,Cosmetic Renovation,11.0,10.0,10.0,1777,250000.0,1,7,187,4
1,42,4,0.0,0.0,5.0,50.0,2.0,1.0,3.0,4.0,Closed balcony,Available,Major Renovation,11.0,10.0,10.0,1348,230000.0,1,7,187,4
0,59,3,0.0,0.0,9.0,40.0,2.0,1.0,2.75,6.0,Closed balcony,Available,Cosmetic Renovation,11.0,11.0,10.0,1348,250000.0,1,7,187,4
0,66,2,1.0,1.0,16.0,57.0,2.0,1.0,2.7,13.0,Not available,,Euro Renovation,11.0,10.0,11.0,2738,20000.0,0,7,187,4
1,49,4,0.0,0.0,2.0,60.0,2.0,1.0,3.0,2.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,287,220000.0,1,7,187,4
0,19,4,0.0,0.0,4.0,50.0,2.0,1.0,3.0,4.0,Not available,Available,Euro Renovation,11.0,10.0,10.0,1348,250000.0,1,7,187,4
0,39,4,0.0,0.0,5.0,36.0,1.0,1.0,3.2,5.0,Open balcony,Available,Euro Renovation,10.0,10.0,10.0,1348,270000.0,1,7,187,4
0,49,4,0.0,0.0,5.0,33.0,1.0,1.0,2.8,4.0,Open balcony,Available,Euro Renovation,11.0,11.0,10.0,2581,220000.0,1,7,187,4
1,70,4,0.0,0.0,5.0,32.0,1.0,1.0,2.7,2.0,Open balcony,Available,Major Renovation,10.0,10.0,10.0,1348,280000.0,1,7,187,4
1,23,4,0.0,0.0,5.0,29.0,1.0,1.0,2.5,3.0,Open balcony,Available,Major Renovation,11.0,11.0,10.0,1348,300000.0,1,7,187,4
0,60,2,1.0,1.0,6.0,200.0,4.0,2.0,3.0,3.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,2738,1800.0,1,7,187,4
0,41,2,1.0,1.0,12.0,85.0,3.0,1.0,3.0,8.0,Open balcony,Available,Designer Renovation,12.0,12.0,10.0,211,1300.0,1,7,187,4
1,33,3,0.0,1.0,9.0,67.0,3.0,1.0,2.75,7.0,Closed balcony,Available,Euro Renovation,11.0,10.0,10.0,506,300000.0,1,7,187,4
1,38,4,0.0,1.0,9.0,45.0,2.0,1.0,3.0,8.0,Not available,Available,Designer Renovation,11.0,10.0,11.0,148,18000.0,0,7,187,4
1,53,2,1.0,1.0,14.0,100.0,3.0,1.0,3.0,12.0,Open balcony,Available,Designer Renovation,11.0,12.0,10.0,2737,1000.0,1,7,187,4
0,37,3,0.0,1.0,9.0,45.0,2.0,1.0,2.8,5.0,Open balcony,Available,Designer Renovation,11.0,10.0,10.0,2790,1200.0,1,7,187,4
0,66,4,0.0,0.0,5.0,50.0,2.0,1.0,3.0,2.0,Not available,Available,Designer Renovation,11.0,10.0,10.0,2738,1300.0,1,7,187,4
0,53,4,0.0,0.0,5.0,45.0,2.0,1.0,3.0,3.0,Open balcony,Available,Designer Renovation,11.0,11.0,10.0,2644,1100.0,1,7,187,4
1,44,3,0.0,1.0,3.0,44.0,2.0,1.0,2.75,3.0,Not available,Available,Major Renovation,11.0,10.0,11.0,2976,20000.0,0,7,187,4
1,32,4,0.0,0.0,5.0,60.0,2.0,1.0,2.8,4.0,Closed balcony,,Major Renovation,10.0,10.0,10.0,2738,800.0,1,7,187,4
0,35,2,1.0,1.0,10.0,91.0,3.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,12.0,10.0,10.0,2733,1000.0,1,7,187,4
1,49,2,1.0,1.0,10.0,70.0,2.0,1.0,3.0,4.0,Not available,Available,Major Renovation,10.0,10.0,10.0,2738,1400.0,1,7,187,4
1,64,3,0.0,1.0,9.0,70.0,2.0,1.0,2.7,7.0,Not available,Available,Major Renovation,11.0,10.0,10.0,2738,850.0,1,7,187,4
1,61,2,1.0,1.0,11.0,62.0,2.0,1.0,3.0,9.0,Not available,Available,Major Renovation,11.0,10.0,10.0,2738,1200.0,1,7,187,4
0,59,2,1.0,1.0,14.0,180.0,4.0,3.0,3.0,9.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,2738,1500.0,1,7,187,4
0,43,2,1.0,1.0,15.0,43.0,1.0,1.0,3.0,5.0,Not available,,Euro Renovation,10.0,10.0,10.0,2738,1000.0,1,7,187,4
0,24,2,1.0,1.0,15.0,80.0,3.0,1.0,3.0,5.0,Not available,,Major Renovation,10.0,10.0,10.0,2738,1000.0,1,7,187,4
0,50,4,0.0,0.0,5.0,165.0,4.0,1.0,2.8,3.0,Open balcony,,Major Renovation,0.0,0.0,0.0,2733,1000.0,1,7,187,4
1,63,3,0.0,1.0,10.0,85.0,3.0,1.0,2.75,2.0,Not available,,Major Renovation,0.0,0.0,0.0,2738,1000.0,1,7,187,4
1,31,4,1.0,1.0,9.0,65.0,3.0,1.0,2.8,3.0,Multiple balconies,,Major Renovation,11.0,10.0,10.0,2733,850.0,1,7,187,4
1,33,2,1.0,1.0,8.0,145.0,3.0,2.0,3.0,5.0,Open balcony,Available,Designer Renovation,11.0,10.0,11.0,1937,110.0,0,7,187,4
0,23,2,1.0,1.0,18.0,57.0,2.0,1.0,3.0,17.0,Open balcony,Available,Euro Renovation,11.0,10.0,11.0,3676,75.0,0,7,187,4
1,41,4,0.0,0.0,5.0,40.0,2.0,1.0,3.0,3.0,Open balcony,Available,Euro Renovation,11.0,10.0,11.0,207,60.0,0,7,187,4
0,50,2,1.0,1.0,18.0,54.0,2.0,1.0,3.0,5.0,Open balcony,Available,Designer Renovation,11.0,10.0,11.0,3676,70.0,0,7,187,4
0,32,2,1.0,1.0,14.0,78.0,3.0,1.0,3.0,5.0,Closed balcony,Available,Euro Renovation,11.0,10.0,11.0,351,70.0,0,7,187,4
0,45,2,1.0,1.0,15.0,65.0,2.0,1.0,3.0,12.0,Open balcony,Available,Euro Renovation,11.0,10.0,11.0,4554,65.0,0,7,187,4
0,23,2,1.0,1.0,9.0,140.0,3.0,2.0,3.0,7.0,Open balcony,Available,Euro Renovation,11.0,10.0,11.0,1939,110.0,0,7,187,4
0,31,2,0.0,0.0,5.0,64.0,2.0,1.0,3.0,3.0,Open balcony,,Partial Renovation,0.0,0.0,0.0,764,250000.0,1,7,187,4
0,41,2,1.0,1.0,14.0,120.0,4.0,2.0,3.0,6.0,Closed balcony,,Major Renovation,11.0,10.0,10.0,678,2500.0,1,7,187,4
0,46,4,1.0,0.0,2.0,155.0,4.0,2.0,3.0,2.0,Closed balcony,,Major Renovation,11.0,10.0,10.0,1461,1500.0,1,7,187,4
1,30,2,1.0,1.0,9.0,45.0,2.0,2.0,3.0,5.0,Open balcony,,Major Renovation,11.0,10.0,10.0,1876,500000.0,1,7,187,4
0,30,4,0.0,0.0,4.0,38.0,1.0,1.0,2.75,4.0,Open balcony,Available,Cosmetic Renovation,11.0,11.0,12.0,466,10000.0,0,7,187,4
1,25,2,1.0,1.0,15.0,65.0,2.0,1.0,3.0,12.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,678,1400.0,1,7,187,4
0,57,2,1.0,1.0,8.0,110.0,3.0,1.0,3.0,5.0,Open balcony,Available,Designer Renovation,11.0,10.0,11.0,1939,125.0,0,7,187,4
1,63,3,1.0,1.0,17.0,80.0,3.0,1.0,3.0,11.0,Open balcony,Available,Major Renovation,11.0,10.0,10.0,788,1300.0,1,7,187,4
1,51,4,0.0,0.0,5.0,54.0,2.0,1.0,3.0,5.0,Not available,,Major Renovation,0.0,0.0,0.0,2733,300000.0,1,7,187,4
0,51,2,1.0,1.0,17.0,55.0,2.0,1.0,2.7,3.0,Not available,Available,Euro Renovation,11.0,10.0,11.0,1290,20000.0,0,7,187,4
1,67,2,1.0,1.0,11.0,72.0,2.0,1.0,3.0,4.0,Not available,,Designer Renovation,0.0,0.0,0.0,1939,1800.0,1,7,187,4
0,36,4,1.0,1.0,9.0,60.0,2.0,1.0,3.0,5.0,Not available,,Euro Renovation,0.0,0.0,0.0,2412,1600.0,1,7,187,4
1,41,2,1.0,1.0,14.0,110.0,3.0,1.0,3.0,3.0,Closed balcony,,Designer Renovation,0.0,0.0,0.0,1665,2000.0,1,7,187,4
1,44,2,1.0,1.0,14.0,80.0,2.0,1.0,3.0,10.0,Open balcony,Available,Euro Renovation,12.0,12.0,10.0,1777,1200.0,1,7,187,4
0,32,2,1.0,1.0,14.0,38.0,1.0,1.0,3.5,11.0,Open balcony,Not available,Major Renovation,11.0,11.0,12.0,353,400000.0,1,7,187,4
1,42,2,1.0,1.0,14.0,65.0,2.0,1.0,3.0,12.0,Open balcony,Available,Designer Renovation,11.0,11.0,12.0,294,1200.0,1,7,187,4
0,47,2,1.0,1.0,16.0,65.0,2.0,1.0,3.0,13.0,Open balcony,,Designer Renovation,11.0,11.0,12.0,2731,1300.0,1,7,187,4
1,60,2,1.0,1.0,15.0,144.0,3.0,1.0,3.0,3.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,2733,2000.0,1,7,187,4
0,70,3,0.0,1.0,9.0,45.0,1.0,1.0,2.75,2.0,Not available,Available,Cosmetic Renovation,11.0,11.0,10.0,2738,180000.0,1,7,187,4
1,49,2,1.0,1.0,9.0,105.0,3.0,1.0,3.0,5.0,Open balcony,Available,Euro Renovation,11.0,10.0,10.0,1939,2000.0,1,7,187,4
